transaction_id,customer_id,transaction_date,product_id,product_category,amount,channel,status,is_first_product
T00000824,sdv-id-asHktF,2024-10-02,P002,Investment,1201.08,Online,Cancelled,False
T00000825,sdv-id-asHktF,2025-06-25,P012,Investment,1603.9,Online,Cancelled,False
T00000826,sdv-id-asHktF,2025-07-26,P001,Insurance,1743.84,Phone,Cancelled,True
T00000827,sdv-id-asHktF,2025-09-01,P007,Investment,1710.07,Branch,Cancelled,False
T00000828,sdv-id-asHktF,2026-02-22,P008,Investment,906.58,Online,Cancelled,False
T00000829,sdv-id-asHktF,2026-03-24,P007,Investment,1371.87,Phone,Cancelled,False
T00000830,sdv-id-asHktF,2026-06-05,P007,Banking,1345.38,Branch,Cancelled,False
T00000831,sdv-id-UNlqBR,2024-10-13,P012,Banking,100.88,Online,Completed,True
T00000832,sdv-id-gIbsPi,2025-04-15,P007,Banking,132.66,Online,Completed,False
T00000833,sdv-id-gIbsPi,2025-09-17,P014,Banking,2323.65,Branch,Completed,True
T00000834,sdv-id-gIbsPi,2026-04-11,P007,Investment,1084.74,Online,Completed,False
T00000835,sdv-id-gIbsPi,2025-12-07,P002,Investment,1928.97,Mobile App,Completed,False
T00000836,sdv-id-gIbsPi,2026-01-09,P007,Investment,685.3,Online,Cancelled,True
T00000837,sdv-id-gIbsPi,2026-02-07,P014,Investment,0.01,Online,Cancelled,False
T00000838,sdv-id-bzCVpo,2024-08-23,P008,Banking,1328.88,Online,Cancelled,False
T00000839,sdv-id-bzCVpo,2025-12-06,P002,Insurance,3248.87,Online,Completed,True
T00000840,sdv-id-bzCVpo,2025-08-28,P001,Banking,0.01,Online,Completed,True
T00000841,sdv-id-bzCVpo,2025-09-24,P007,Banking,1057.04,Online,Completed,False
T00000842,sdv-id-bzCVpo,2025-10-29,P007,Banking,1217.71,Online,Cancelled,False
T00000843,sdv-id-opisqP,2025-03-08,P002,Insurance,1131.47,Phone,Completed,True
T00000844,sdv-id-opisqP,2025-12-05,P002,Insurance,2642.22,Mobile App,Completed,True
T00000845,sdv-id-opisqP,2025-10-17,P013,Investment,615.35,Online,Completed,False
T00000846,sdv-id-opisqP,2026-04-18,P001,Investment,2041.48,Online,Cancelled,False
T00000847,sdv-id-opisqP,2026-10-23,P007,Investment,1501.49,Online,Cancelled,False
T00000848,sdv-id-wPbZqB,2022-10-26,P015,Banking,1475.41,Branch,Cancelled,True
T00000849,sdv-id-wPbZqB,2022-09-03,P001,Insurance,1328.88,Mobile App,Completed,True
T00000850,sdv-id-wPbZqB,2023-08-12,P011,Investment,628.97,Phone,Cancelled,True
T00000851,sdv-id-wPbZqB,2023-09-12,P001,Investment,823.25,Mobile App,Completed,True
T00000852,sdv-id-wPbZqB,2022-12-11,P009,Credit,1203.85,Online,Completed,False
T00000853,sdv-id-wPbZqB,2023-08-21,P001,Investment,1394.31,Mobile App,Completed,False
T00000854,sdv-id-wPbZqB,2023-11-08,P007,Investment,759.58,Online,Cancelled,True
T00000855,sdv-id-wPbZqB,2024-06-02,P008,Banking,1014.13,Online,Cancelled,False
T00000856,sdv-id-wPbZqB,2024-10-29,P009,Banking,491.84,Online,Completed,False
T00000857,sdv-id-wPbZqB,2024-11-10,P009,Investment,1006.1,Online,Completed,False
T00000858,sdv-id-daskuJ,2022-07-31,P002,Banking,1328.88,Branch,Pending,True
T00000859,sdv-id-daskuJ,2022-09-16,P011,Investment,973.83,Online,Completed,True
T00000860,sdv-id-daskuJ,2022-06-21,P001,Banking,1663.79,Online,Completed,True
T00000861,sdv-id-daskuJ,2021-11-16,P008,Banking,1030.73,Online,Cancelled,False
T00000862,sdv-id-daskuJ,2022-03-07,P008,Banking,1097.41,Online,Cancelled,False
T00000863,sdv-id-daskuJ,2021-09-30,P007,Investment,1801.86,Branch,Completed,True
T00000864,sdv-id-daskuJ,2022-07-14,P002,Insurance,844.81,Online,Completed,False
T00000865,sdv-id-OBIdvh,2022-07-27,P001,Insurance,2526.92,Online,Completed,False
T00000866,sdv-id-OBIdvh,2022-11-20,P007,Credit,892.29,Online,Completed,True
T00000867,sdv-id-OBIdvh,2023-08-29,P008,Insurance,427.04,Online,Completed,False
T00000868,sdv-id-OBIdvh,2023-12-23,P002,Insurance,876.62,Online,Pending,False
T00000869,sdv-id-IoAtnz,2023-03-09,P008,Banking,1566.52,Online,Completed,True
T00000870,sdv-id-IoAtnz,2023-05-23,P013,Credit,1860.87,Online,Cancelled,True
T00000871,sdv-id-IoAtnz,2024-05-05,P001,Investment,2569.0,Online,Completed,True
T00000872,sdv-id-MWPLZY,2024-07-06,P001,Credit,1328.88,Branch,Pending,False
T00000873,sdv-id-MWPLZY,2025-02-13,P007,Investment,799.37,Mobile App,Completed,True
T00000874,sdv-id-MWPLZY,2024-05-04,P007,Investment,1410.24,Mobile App,Completed,False
T00000875,sdv-id-MWPLZY,2024-07-10,P014,Banking,1296.69,Online,Completed,False
T00000876,sdv-id-MWPLZY,2025-05-11,P001,Investment,2121.4,Mobile App,Completed,False
T00000877,sdv-id-MWPLZY,2024-12-24,P012,Banking,1132.69,Online,Cancelled,False
T00000878,sdv-id-MWPLZY,2024-11-26,P001,Insurance,1697.49,Branch,Pending,False
T00000879,sdv-id-MWPLZY,2025-11-23,P002,Investment,167.4,Online,Completed,False
T00000880,sdv-id-MWPLZY,2025-11-01,P007,Investment,908.35,Online,Cancelled,False
T00000881,sdv-id-MWPLZY,2025-08-07,P002,Investment,1122.33,Online,Completed,False
T00000882,sdv-id-MWPLZY,2025-06-11,P009,Insurance,1365.94,Online,Completed,False
T00000883,sdv-id-MWPLZY,2023-07-05,P013,Insurance,2132.5,Online,Cancelled,True
T00000884,sdv-id-MWPLZY,2024-11-01,P008,Banking,658.46,Phone,Cancelled,True
T00000885,sdv-id-MWPLZY,2024-07-25,P001,Insurance,1717.67,Online,Completed,True
T00000886,sdv-id-MWPLZY,2025-02-09,P006,Banking,206.14,Online,Completed,True
T00000887,sdv-id-MWPLZY,2024-12-08,P009,Credit,1278.32,Online,Completed,False
T00000888,sdv-id-MWPLZY,2025-05-19,P011,Investment,728.15,Online,Cancelled,False
T00000889,sdv-id-MWPLZY,2025-11-30,P007,Investment,1138.07,Mobile App,Completed,True
T00000890,sdv-id-MWPLZY,2025-08-06,P007,Banking,1328.88,Online,Completed,False
T00000891,sdv-id-MWPLZY,2025-02-11,P008,Insurance,627.45,Online,Completed,True
T00000892,sdv-id-YLBmCt,2023-02-19,P006,Banking,1918.24,Branch,Pending,True
T00000893,sdv-id-YLBmCt,2023-08-19,P008,Banking,1059.83,Online,Pending,True
T00000894,sdv-id-YLBmCt,2023-03-11,P002,Investment,1073.25,Online,Cancelled,True
T00000895,sdv-id-YLBmCt,2023-02-02,P007,Banking,901.73,Online,Completed,False
T00000896,sdv-id-YLBmCt,2022-04-09,P002,Insurance,947.86,Online,Cancelled,False
T00000897,sdv-id-YLBmCt,2022-09-01,P007,Banking,772.85,Branch,Cancelled,False
T00000898,sdv-id-YLBmCt,2023-06-26,P013,Banking,917.88,Phone,Cancelled,True
T00000899,sdv-id-YLBmCt,2023-09-24,P002,Banking,1219.68,Mobile App,Cancelled,False
T00000900,sdv-id-YLBmCt,2023-12-16,P001,Investment,712.68,Online,Cancelled,False
T00000901,sdv-id-YLBmCt,2023-10-30,P007,Banking,603.27,Online,Completed,False
T00000902,sdv-id-LrkjoW,2024-01-11,P003,Insurance,1237.93,Phone,Cancelled,True
T00000903,sdv-id-LrkjoW,2024-06-21,P013,Investment,66.0,Online,Completed,True
T00000904,sdv-id-LrkjoW,2024-04-24,P008,Banking,1328.88,Online,Completed,False
T00000905,sdv-id-LrkjoW,2024-02-06,P007,Insurance,1582.99,Online,Pending,False
T00000906,sdv-id-LrkjoW,2024-01-06,P007,Investment,1909.99,Online,Completed,True
T00000907,sdv-id-LrkjoW,2024-10-04,P012,Investment,1044.63,Online,Completed,False
T00000908,sdv-id-LrkjoW,2024-11-23,P011,Banking,910.9,Mobile App,Cancelled,True
T00000909,sdv-id-LrkjoW,2025-01-04,P007,Investment,1032.56,Mobile App,Cancelled,False
T00000910,sdv-id-iJgMWZ,2025-11-16,P008,Banking,26.26,Online,Completed,True
T00000911,sdv-id-vMjXsB,2025-10-09,P007,Investment,1328.88,Branch,Cancelled,True
T00000912,sdv-id-vMjXsB,2025-01-24,P008,Banking,1197.12,Online,Cancelled,True
T00000913,sdv-id-vMjXsB,2024-10-30,P002,Insurance,809.24,Online,Completed,True
T00000914,sdv-id-vMjXsB,2025-01-12,P008,Banking,560.71,Online,Completed,False
T00000915,sdv-id-vMjXsB,2024-11-25,P007,Investment,798.21,Branch,Cancelled,False
T00000916,sdv-id-tWzsWs,2025-01-20,P003,Insurance,471.34,Mobile App,Pending,True
T00000917,sdv-id-aAhUEv,2023-04-27,P007,Insurance,130.95,Mobile App,Completed,False
T00000918,sdv-id-aAhUEv,2024-02-15,P003,Banking,2023.98,Online,Completed,True
T00000919,sdv-id-aAhUEv,2024-04-15,P007,Banking,761.75,Branch,Completed,True
T00000920,sdv-id-aAhUEv,2024-10-16,P001,Investment,1238.13,Branch,Cancelled,False
T00000921,sdv-id-aAhUEv,2025-04-08,P007,Investment,1242.02,Branch,Completed,True
T00000922,sdv-id-aAhUEv,2024-12-13,P007,Banking,985.98,Online,Cancelled,False
T00000923,sdv-id-aAhUEv,2024-11-06,P007,Investment,594.89,Mobile App,Cancelled,False
T00000924,sdv-id-aAhUEv,2025-02-15,P008,Investment,1258.38,Mobile App,Pending,True
T00000925,sdv-id-aAhUEv,2025-11-19,P002,Investment,1037.21,Online,Cancelled,True
T00000926,sdv-id-aAhUEv,2025-06-04,P007,Banking,1088.76,Online,Cancelled,False
T00000927,sdv-id-aAhUEv,2025-04-28,P008,Banking,1426.6,Online,Completed,False
T00000928,sdv-id-AHsrHE,2025-08-01,P010,Insurance,0.01,Online,Completed,False
T00000929,sdv-id-AHsrHE,2025-04-10,P014,Banking,1092.65,Mobile App,Cancelled,False
T00000930,sdv-id-VEdXTd,2025-12-13,P002,Banking,470.03,Branch,Completed,True
T00000931,sdv-id-VEdXTd,2024-11-22,P007,Banking,407.82,Branch,Completed,True
T00000932,sdv-id-VEdXTd,2024-04-04,P007,Investment,1185.06,Phone,Completed,True
T00000933,sdv-id-VEdXTd,2024-01-23,P007,Investment,712.86,Online,Cancelled,False
T00000934,sdv-id-VEdXTd,2024-07-08,P008,Credit,891.72,Online,Cancelled,False
T00000935,sdv-id-VEdXTd,2024-12-01,P012,Insurance,1207.6,Mobile App,Cancelled,False
T00000936,sdv-id-VEdXTd,2024-12-20,P003,Investment,911.58,Online,Cancelled,False
T00000937,sdv-id-VEdXTd,2025-06-03,P007,Investment,1014.73,Online,Completed,False
T00000938,sdv-id-VEdXTd,2025-09-25,P014,Credit,1051.53,Online,Completed,False
T00000939,sdv-id-VEdXTd,2025-11-09,P007,Investment,2208.98,Online,Cancelled,True
T00000940,sdv-id-VEdXTd,2026-03-31,P007,Insurance,1207.82,Mobile App,Cancelled,False
T00000941,sdv-id-affIHl,2023-04-19,P006,Banking,692.54,Branch,Pending,True
T00000942,sdv-id-affIHl,2023-03-23,P001,Insurance,1338.59,Branch,Completed,True
T00000943,sdv-id-affIHl,2022-09-17,P009,Credit,1429.22,Online,Completed,False
T00000944,sdv-id-urfUqc,2024-05-16,P002,Banking,823.89,Branch,Completed,True
T00000945,sdv-id-urfUqc,2024-03-19,P009,Insurance,1353.49,Phone,Completed,True
T00000946,sdv-id-urfUqc,2024-01-28,P007,Investment,1442.11,Online,Completed,True
T00000947,sdv-id-urfUqc,2024-01-09,P002,Investment,1335.37,Online,Completed,False
T00000948,sdv-id-urfUqc,2024-05-05,P014,Insurance,1209.64,Mobile App,Cancelled,True
T00000949,sdv-id-urfUqc,2024-03-24,P007,Investment,1451.25,Online,Cancelled,True
T00000950,sdv-id-urfUqc,2024-02-27,P004,Insurance,1074.12,Branch,Completed,True
T00000951,sdv-id-FRHOYq,2023-02-11,P005,Insurance,35.32,Online,Cancelled,True
T00000952,sdv-id-FRHOYq,2023-07-04,P008,Banking,1506.29,Mobile App,Completed,True
T00000953,sdv-id-FRHOYq,2023-05-28,P014,Insurance,1328.88,Branch,Completed,False
T00000954,sdv-id-FRHOYq,2023-08-15,P010,Insurance,995.39,Online,Cancelled,True
T00000955,sdv-id-AnQnZh,2024-03-15,P013,Insurance,3548.87,Mobile App,Completed,True
T00000956,sdv-id-AnQnZh,2024-01-05,P014,Banking,1102.43,Online,Completed,True
T00000957,sdv-id-AnQnZh,2023-10-18,P012,Banking,1169.56,Online,Completed,True
T00000958,sdv-id-AnQnZh,2024-02-22,P001,Banking,804.12,Branch,Cancelled,True
T00000959,sdv-id-AnQnZh,2024-05-04,P007,Investment,1206.75,Online,Completed,True
T00000960,sdv-id-AnQnZh,2024-07-11,P010,Investment,1088.91,Online,Completed,True
T00000961,sdv-id-SnVKys,2024-12-06,P013,Credit,228.04,Mobile App,Completed,False
T00000962,sdv-id-SnVKys,2026-06-17,P010,Credit,1135.5,Phone,Completed,True
T00000963,sdv-id-SnVKys,2025-08-19,P007,Investment,1112.35,Online,Completed,True
T00000964,sdv-id-SnVKys,2026-05-13,P002,Banking,1131.98,Mobile App,Completed,False
T00000965,sdv-id-SnVKys,2025-11-30,P008,Investment,1206.32,Branch,Completed,False
T00000966,sdv-id-SnVKys,2026-01-09,P001,Investment,1158.48,Branch,Completed,True
T00000967,sdv-id-SnVKys,2025-12-13,P001,Banking,978.87,Online,Cancelled,False
T00000968,sdv-id-SnVKys,2026-06-10,P011,Investment,645.67,Online,Pending,False
T00000969,sdv-id-SnVKys,2027-02-04,P008,Investment,1225.91,Mobile App,Completed,False
T00000970,sdv-id-SnVKys,2026-11-06,P007,Investment,1259.06,Online,Completed,True
T00000971,sdv-id-SnVKys,2026-08-01,P002,Investment,744.27,Branch,Completed,False
T00000972,sdv-id-bfyVBH,2024-07-16,P007,Insurance,1150.46,Online,Cancelled,True
T00000973,sdv-id-bfyVBH,2024-11-29,P007,Banking,662.95,Branch,Completed,False
T00000974,sdv-id-bfyVBH,2025-01-06,P008,Banking,1568.19,Online,Completed,False
T00000975,sdv-id-bfyVBH,2025-05-06,P001,Banking,1476.14,Online,Completed,False
T00000976,sdv-id-bfyVBH,2025-07-18,P007,Banking,1111.97,Branch,Completed,True
T00000977,sdv-id-XQJDFs,2024-12-09,P007,Insurance,1595.16,Mobile App,Pending,False
T00000978,sdv-id-XQJDFs,2024-05-22,P007,Banking,1189.21,Online,Completed,False
T00000979,sdv-id-XQJDFs,2024-04-01,P007,Insurance,1141.95,Phone,Cancelled,False
T00000980,sdv-id-XQJDFs,2024-05-06,P006,Credit,1445.4,Mobile App,Cancelled,True
T00000981,sdv-id-XQJDFs,2024-01-05,P015,Investment,857.29,Online,Completed,False
T00000982,sdv-id-EubtgP,2023-01-25,P007,Banking,1822.29,Online,Pending,True
T00000983,sdv-id-tHLgfW,2022-05-06,P008,Banking,2507.82,Online,Pending,True
T00000984,sdv-id-tHLgfW,2022-02-16,P013,Banking,1266.62,Mobile App,Completed,True
T00000985,sdv-id-tHLgfW,2021-09-14,P007,Insurance,1644.88,Phone,Completed,True
T00000986,sdv-id-tHLgfW,2021-04-18,P001,Banking,1453.31,Online,Completed,True
T00000987,sdv-id-tHLgfW,2021-04-24,P001,Banking,780.41,Online,Cancelled,True
T00000988,sdv-id-tHLgfW,2021-10-17,P007,Investment,226.31,Mobile App,Completed,False
T00000989,sdv-id-lGwRoT,2023-01-30,P008,Investment,3443.58,Mobile App,Completed,True
T00000990,sdv-id-lGwRoT,2023-02-28,P010,Credit,580.74,Branch,Completed,True
T00000991,sdv-id-dUzbHm,2023-04-22,P013,Banking,1017.07,Mobile App,Completed,False
T00000992,sdv-id-dUzbHm,2022-12-12,P007,Insurance,659.04,Mobile App,Pending,False
T00000993,sdv-id-dUzbHm,2022-07-11,P003,Banking,1025.68,Online,Completed,True
T00000994,sdv-id-iJgMWZ,2024-01-03,P013,Insurance,83.37,Branch,Completed,True
T00000995,sdv-id-iJgMWZ,2024-03-15,P008,Insurance,2208.14,Mobile App,Completed,True
T00000996,sdv-id-iJgMWZ,2023-10-18,P008,Credit,1298.99,Online,Completed,False
T00000997,sdv-id-iJgMWZ,2024-01-27,P009,Banking,643.88,Online,Completed,False
T00000998,sdv-id-iJgMWZ,2023-09-04,P008,Banking,1315.51,Mobile App,Completed,True
T00000999,sdv-id-iJgMWZ,2023-06-26,P014,Banking,874.38,Online,Completed,False
T00001000,sdv-id-iJgMWZ,2023-07-06,P007,Banking,1357.83,Mobile App,Completed,True
T00001001,sdv-id-iJgMWZ,2023-10-08,P007,Banking,1557.83,Online,Completed,True
T00001002,sdv-id-iJgMWZ,2024-02-25,P001,Banking,968.62,Online,Completed,False
T00001003,sdv-id-iJgMWZ,2024-04-20,P008,Investment,1335.72,Online,Cancelled,False
T00001004,sdv-id-qkoWro,2025-10-22,P009,Investment,457.77,Mobile App,Completed,True
T00001005,sdv-id-qkoWro,2025-05-01,P002,Banking,1181.05,Mobile App,Completed,False
T00001006,sdv-id-qkoWro,2025-08-01,P007,Credit,1740.3,Branch,Cancelled,True
T00001007,sdv-id-qkoWro,2025-05-16,P013,Banking,1613.75,Online,Cancelled,False
T00001008,sdv-id-qkoWro,2025-09-15,P007,Banking,1209.34,Online,Cancelled,False
T00001009,sdv-id-qkoWro,2025-09-13,P007,Investment,1048.85,Online,Completed,True
T00001010,sdv-id-zMflYz,2022-09-10,P008,Banking,626.65,Branch,Pending,True
T00001011,sdv-id-zMflYz,2023-01-26,P009,Investment,471.15,Online,Completed,False
T00001012,sdv-id-zMflYz,2023-05-15,P002,Banking,1455.71,Online,Completed,True
T00001013,sdv-id-MrsQzS,2023-09-12,P010,Insurance,1428.49,Mobile App,Cancelled,True
T00001014,sdv-id-MrsQzS,2023-12-13,P008,Investment,1699.56,Branch,Completed,True
T00001015,sdv-id-MrsQzS,2023-10-30,P001,Credit,1373.16,Online,Cancelled,False
T00001016,sdv-id-MrsQzS,2023-04-22,P007,Banking,1057.61,Phone,Completed,False
T00001017,sdv-id-MrsQzS,2023-11-23,P010,Investment,1084.8,Mobile App,Completed,True
T00001018,sdv-id-MrsQzS,2023-06-22,P007,Insurance,1293.56,Branch,Completed,False
T00001019,sdv-id-OxMrNd,2025-03-19,P006,Investment,1197.94,Phone,Pending,True
T00001020,sdv-id-OxMrNd,2025-03-01,P013,Credit,1268.07,Online,Completed,True
T00001021,sdv-id-OxMrNd,2025-06-03,P007,Investment,1903.61,Online,Completed,True
T00001022,sdv-id-OxMrNd,2025-09-05,P001,Banking,910.79,Online,Cancelled,False
T00001023,sdv-id-NiIlqs,2025-08-14,P005,Banking,2003.27,Online,Pending,True
T00001024,sdv-id-NiIlqs,2027-01-27,P008,Credit,1052.49,Online,Completed,True
T00001025,sdv-id-NiIlqs,2026-07-13,P007,Insurance,1909.56,Branch,Cancelled,False
T00001026,sdv-id-NiIlqs,2026-08-13,P007,Banking,1964.52,Online,Cancelled,True
T00001027,sdv-id-NiIlqs,2026-07-08,P014,Banking,1164.27,Online,Completed,False
T00001028,sdv-id-KhvMKb,2025-10-23,P013,Banking,1380.19,Branch,Cancelled,True
T00001029,sdv-id-KhvMKb,2026-07-22,P007,Insurance,1373.6,Online,Completed,False
T00001030,sdv-id-KhvMKb,2025-09-13,P010,Banking,1159.94,Online,Completed,False
T00001031,sdv-id-KhvMKb,2026-05-29,P008,Investment,1233.4,Mobile App,Cancelled,False
T00001032,sdv-id-KhvMKb,2025-10-29,P014,Investment,942.06,Online,Completed,False
T00001033,sdv-id-KhvMKb,2026-03-09,P002,Insurance,987.93,Mobile App,Cancelled,False
T00001034,sdv-id-ZmFjQm,2022-07-02,P012,Banking,645.07,Online,Completed,False
T00001035,sdv-id-ZmFjQm,2022-11-09,P013,Banking,554.24,Mobile App,Completed,True
T00001036,sdv-id-taZXCZ,2024-10-26,P008,Investment,1712.05,Online,Completed,True
T00001037,sdv-id-taZXCZ,2025-03-26,P008,Banking,853.32,Online,Completed,True
T00001038,sdv-id-taZXCZ,2024-09-01,P002,Investment,1048.56,Online,Cancelled,False
T00001039,sdv-id-GIXiXQ,2024-06-04,P005,Credit,1244.37,Online,Completed,True
T00001040,sdv-id-rvsaSS,2024-12-04,P002,Insurance,587.56,Branch,Cancelled,False
T00001041,sdv-id-rvsaSS,2025-03-15,P012,Banking,992.82,Mobile App,Completed,True
T00001042,sdv-id-rvsaSS,2025-03-17,P001,Banking,1582.92,Mobile App,Completed,False
T00001043,sdv-id-rvsaSS,2026-07-02,P001,Insurance,1745.34,Phone,Cancelled,False
T00001044,sdv-id-rvsaSS,2026-09-25,P001,Insurance,1289.55,Online,Cancelled,True
T00001045,sdv-id-GdWIHD,2022-01-18,P010,Credit,2655.93,Branch,Completed,True
T00001046,sdv-id-GdWIHD,2022-06-20,P003,Insurance,439.05,Mobile App,Completed,True
T00001047,sdv-id-GdWIHD,2022-06-13,P002,Banking,1413.12,Branch,Completed,False
T00001048,sdv-id-GdWIHD,2021-10-11,P009,Investment,988.93,Online,Completed,False
T00001049,sdv-id-pQQDSb,2022-03-09,P004,Insurance,1203.83,Online,Cancelled,True
T00001050,sdv-id-ptJjde,2024-05-18,P003,Investment,2139.01,Online,Completed,False
T00001051,sdv-id-ptJjde,2024-07-03,P011,Banking,2792.73,Online,Cancelled,False
T00001052,sdv-id-ptJjde,2025-01-03,P007,Investment,1458.36,Online,Completed,True
T00001053,sdv-id-ptJjde,2024-12-22,P015,Investment,2223.9,Mobile App,Completed,True
T00001054,sdv-id-ptJjde,2025-02-28,P014,Investment,1020.07,Branch,Completed,False
T00001055,sdv-id-ptJjde,2025-10-31,P005,Insurance,1725.14,Online,Cancelled,False
T00001056,sdv-id-ptJjde,2025-08-28,P007,Investment,1880.91,Online,Cancelled,False
T00001057,sdv-id-gEjGvF,2022-09-05,P012,Banking,3223.95,Online,Cancelled,False
T00001058,sdv-id-gEjGvF,2024-02-05,P012,Credit,4005.89,Phone,Pending,True
T00001059,sdv-id-gEjGvF,2024-07-17,P001,Insurance,3032.41,Mobile App,Completed,True
T00001060,sdv-id-chsMQa,2025-10-27,P014,Banking,1456.38,Mobile App,Pending,True
T00001061,sdv-id-chsMQa,2024-12-08,P007,Insurance,837.65,Online,Completed,False
T00001062,sdv-id-chsMQa,2024-10-06,P007,Investment,1175.59,Branch,Pending,False
T00001063,sdv-id-chsMQa,2024-04-29,P001,Banking,1150.3,Phone,Cancelled,False
T00001064,sdv-id-chsMQa,2025-03-17,P007,Investment,1290.41,Online,Completed,False
T00001065,sdv-id-xfqLvn,2025-09-27,P014,Investment,2133.04,Mobile App,Completed,False
T00001066,sdv-id-gXHQNT,2024-10-20,P013,Investment,1328.88,Branch,Pending,True
T00001067,sdv-id-gXHQNT,2024-11-09,P002,Insurance,1980.19,Mobile App,Completed,False
T00001068,sdv-id-gXHQNT,2025-04-11,P010,Banking,322.49,Branch,Completed,False
T00001069,sdv-id-JZwfec,2022-01-30,P013,Banking,1951.83,Branch,Completed,False
T00001070,sdv-id-JZwfec,2022-07-10,P008,Banking,1107.68,Mobile App,Completed,False
T00001071,sdv-id-JZwfec,2022-07-06,P001,Banking,689.17,Mobile App,Cancelled,False
T00001072,sdv-id-JZwfec,2021-10-08,P013,Banking,1119.14,Online,Completed,False
T00001073,sdv-id-JZwfec,2022-03-01,P002,Investment,947.89,Mobile App,Completed,True
T00001074,sdv-id-JZwfec,2021-09-19,P008,Insurance,975.94,Phone,Cancelled,True
T00001075,sdv-id-JZwfec,2021-11-13,P001,Banking,920.12,Online,Cancelled,True
T00001076,sdv-id-JZwfec,2020-12-15,P001,Banking,950.9,Phone,Cancelled,True
T00001077,sdv-id-RdIbXJ,2025-03-19,P007,Investment,1162.3,Mobile App,Completed,True
T00001078,sdv-id-RdIbXJ,2025-02-07,P007,Banking,1631.0,Branch,Completed,True
T00001079,sdv-id-RdIbXJ,2024-11-29,P001,Banking,1402.32,Mobile App,Completed,True
T00001080,sdv-id-RdIbXJ,2024-05-08,P002,Insurance,1096.08,Online,Completed,False
T00001081,sdv-id-RdIbXJ,2025-04-08,P008,Banking,694.1,Online,Cancelled,False
T00001082,sdv-id-RdIbXJ,2025-02-28,P007,Banking,1308.81,Online,Cancelled,False
T00001083,sdv-id-urfUqc,2024-06-07,P001,Investment,611.23,Mobile App,Pending,True
T00001084,sdv-id-urfUqc,2024-05-01,P010,Banking,1246.96,Online,Cancelled,False
T00001085,sdv-id-urfUqc,2024-02-08,P014,Investment,1455.83,Online,Completed,False
T00001086,sdv-id-urfUqc,2023-09-10,P012,Investment,1155.32,Online,Completed,True
T00001087,sdv-id-urfUqc,2023-12-29,P014,Banking,1384.4,Branch,Completed,False
T00001088,sdv-id-urfUqc,2023-09-02,P007,Banking,772.32,Online,Completed,False
T00001089,sdv-id-urfUqc,2024-01-29,P013,Insurance,1175.74,Online,Cancelled,False
T00001090,sdv-id-urfUqc,2023-11-12,P010,Banking,1350.86,Branch,Cancelled,False
T00001091,sdv-id-urfUqc,2024-01-08,P007,Banking,501.21,Branch,Completed,True
T00001092,sdv-id-urfUqc,2024-04-21,P007,Investment,1245.3,Online,Cancelled,False
T00001093,sdv-id-urfUqc,2024-09-13,P014,Investment,849.84,Mobile App,Cancelled,True
T00001094,sdv-id-OrYSla,2024-02-04,P008,Banking,1310.96,Mobile App,Completed,True
T00001095,sdv-id-ConjiA,2024-04-26,P008,Credit,113.82,Online,Completed,True
T00001096,sdv-id-ConjiA,2024-07-23,P009,Banking,1537.8,Online,Pending,True
T00001097,sdv-id-ConjiA,2024-10-25,P002,Investment,1611.63,Mobile App,Completed,False
T00001098,sdv-id-ConjiA,2025-04-03,P013,Banking,231.35,Mobile App,Cancelled,True
T00001099,sdv-id-ConjiA,2025-08-06,P005,Insurance,2073.77,Online,Completed,False
T00001100,sdv-id-ConjiA,2025-07-09,P007,Banking,1262.74,Mobile App,Completed,True
T00001101,sdv-id-ConjiA,2024-10-10,P012,Investment,1143.86,Online,Cancelled,False
T00001102,sdv-id-ConjiA,2024-12-05,P006,Investment,952.94,Branch,Cancelled,False
T00001103,sdv-id-ConjiA,2024-12-07,P014,Investment,1258.26,Mobile App,Cancelled,True
T00001104,sdv-id-zXJiDO,2022-03-31,P008,Banking,0.01,Branch,Completed,True
T00001105,sdv-id-zXJiDO,2021-12-29,P013,Insurance,907.04,Phone,Cancelled,True
T00001106,sdv-id-zXJiDO,2021-04-07,P007,Banking,1076.73,Branch,Cancelled,False
T00001107,sdv-id-zXJiDO,2020-12-20,P001,Investment,722.95,Mobile App,Completed,False
T00001108,sdv-id-zXJiDO,2021-04-16,P008,Banking,887.9,Mobile App,Cancelled,True
T00001109,sdv-id-zXJiDO,2021-09-23,P008,Investment,907.04,Online,Cancelled,True
T00001110,sdv-id-muxPGl,2023-05-27,P001,Investment,630.24,Branch,Completed,False
T00001111,sdv-id-muxPGl,2022-12-12,P001,Banking,971.23,Online,Completed,True
T00001112,sdv-id-muxPGl,2023-09-10,P001,Insurance,1570.45,Online,Completed,True
T00001113,sdv-id-muxPGl,2024-01-21,P003,Investment,1044.12,Online,Cancelled,False
T00001114,sdv-id-muxPGl,2023-12-12,P010,Investment,1540.88,Online,Cancelled,True
T00001115,sdv-id-muxPGl,2023-08-08,P001,Banking,896.07,Online,Completed,False
T00001116,sdv-id-muxPGl,2023-03-07,P008,Banking,1147.78,Online,Cancelled,False
T00001117,sdv-id-muxPGl,2024-01-09,P008,Insurance,1108.33,Online,Completed,False
T00001118,sdv-id-pjiqVB,2024-07-12,P011,Investment,2682.84,Online,Completed,True
T00001119,sdv-id-WoiStL,2024-03-12,P007,Investment,1328.88,Online,Completed,True
