transaction_id,product_id,product_category,amount,transaction_date,channel,status,is_first_product,customer_id
T01910003,P002,Banking,237.97,2025-11-25,Branch,Completed,True,sdv-id-wXPHEV
T01910004,P014,Banking,2419.09,2022-06-29,Online,Completed,True,sdv-id-wXPHEV
T01920000,P010,Insurance,1302.45,2025-04-13,Branch,Completed,True,sdv-id-CSFvSS
T01920001,P002,Banking,34.21,2022-04-07,Branch,Completed,True,sdv-id-CSFvSS
T01920002,P011,Investment,165.38,2025-06-26,Phone,Completed,True,sdv-id-CSFvSS
T01920003,P002,Banking,457.83,2024-11-26,Branch,Completed,True,sdv-id-CSFvSS
T01920004,P003,Credit,530.94,2022-04-02,Branch,Completed,True,sdv-id-CSFvSS
T01920005,P013,Banking,1293.12,2025-10-08,Branch,Completed,True,sdv-id-CSFvSS
T01920006,P013,Banking,889.65,2025-11-29,Branch,Completed,True,sdv-id-CSFvSS
T01930000,P006,Credit,1870.56,2022-01-01,Phone,Completed,True,sdv-id-vfwldp
T01940000,P002,Banking,33.36,2025-08-20,Branch,Pending,False,sdv-id-WcMyRP
T01950000,P008,Insurance,140.52,2025-08-09,Branch,Cancelled,False,sdv-id-MbJWrD
T01950001,P002,Banking,490.85,2022-10-18,Online,Completed,False,sdv-id-MbJWrD
T01950002,P002,Banking,0.06,2022-02-16,Phone,Completed,True,sdv-id-MbJWrD
T01960000,P009,Insurance,55.0,2022-03-11,Online,Completed,False,sdv-id-hIWnAS
T01970000,P013,Banking,4820.11,2025-09-23,Branch,Completed,True,sdv-id-lwVQqo
T01970001,P001,Banking,66.76,2022-06-16,Online,Completed,False,sdv-id-lwVQqo
T01970002,P002,Banking,0.06,2025-08-23,Online,Pending,False,sdv-id-lwVQqo
T01970003,P013,Banking,4943.27,2025-09-04,Branch,Pending,False,sdv-id-lwVQqo
T01980000,P008,Insurance,42.88,2025-04-26,Branch,Completed,True,sdv-id-aNPfQh
T01980001,P008,Insurance,70.99,2023-01-03,Online,Completed,False,sdv-id-aNPfQh
T01980002,P014,Banking,844.22,2022-01-25,Branch,Completed,True,sdv-id-aNPfQh
T01980003,P003,Credit,370.81,2024-07-14,Branch,Pending,True,sdv-id-aNPfQh
T01980004,P003,Credit,578.77,2025-08-11,Branch,Pending,True,sdv-id-aNPfQh
T01980005,P002,Banking,0.06,2022-05-12,Online,Completed,False,sdv-id-aNPfQh
T01990000,P014,Banking,754.09,2025-08-07,Branch,Completed,True,sdv-id-nriiam
T01990001,P009,Insurance,96.32,2022-06-27,Online,Completed,False,sdv-id-nriiam
T01990002,P013,Banking,1277.8,2025-09-22,Online,Pending,False,sdv-id-nriiam
T01990003,P011,Investment,1336.79,2025-09-02,Online,Pending,True,sdv-id-nriiam
T01990004,P013,Banking,4761.77,2025-09-16,Branch,Completed,True,sdv-id-nriiam
T02000000,P008,Insurance,33.89,2022-01-16,Branch,Pending,False,sdv-id-NcLaJH
T02000001,P010,Insurance,44.55,2025-09-27,Mobile App,Completed,False,sdv-id-NcLaJH
T02000002,P001,Banking,21.86,2025-08-07,Online,Completed,False,sdv-id-NcLaJH
T02000003,P008,Insurance,246.77,2025-12-25,Online,Completed,True,sdv-id-NcLaJH
T02010000,P003,Credit,263.87,2022-01-23,Online,Completed,True,sdv-id-AZvEmU
T02010001,P011,Investment,117.63,2025-11-22,Branch,Completed,True,sdv-id-AZvEmU
T02010002,P001,Banking,0.06,2025-09-13,Online,Pending,False,sdv-id-AZvEmU
T02020000,P008,Insurance,52.07,2022-11-13,Branch,Pending,True,sdv-id-FWLjEQ
T02020001,P013,Banking,724.56,2024-12-01,Branch,Completed,True,sdv-id-FWLjEQ
T02020002,P013,Banking,614.4,2025-06-20,Branch,Completed,True,sdv-id-FWLjEQ
T02020003,P006,Credit,2221.87,2022-04-06,Branch,Completed,True,sdv-id-FWLjEQ
T02030000,P002,Banking,309.4,2024-02-17,Online,Completed,False,sdv-id-mEJgNM
T02030001,P012,Investment,1105.57,2022-02-05,Online,Completed,False,sdv-id-mEJgNM
T02030002,P012,Investment,763.6,2025-06-13,Branch,Completed,True,sdv-id-mEJgNM
T02030003,P013,Banking,1670.36,2023-07-24,Branch,Pending,True,sdv-id-mEJgNM
T02030004,P007,Credit,65700.47,2022-06-17,Mobile App,Completed,True,sdv-id-mEJgNM
T02040000,P010,Insurance,123.7,2022-03-10,Branch,Pending,True,sdv-id-pIGdpw
T02040001,P008,Insurance,18.51,2023-05-03,Online,Completed,False,sdv-id-pIGdpw
T02050000,P013,Banking,1173.38,2025-11-12,Online,Pending,True,sdv-id-gygGBd
T02060000,P008,Insurance,96.39,2025-03-12,Phone,Completed,True,sdv-id-BNofMJ
T02060001,P004,Credit,52617.98,2022-04-24,Branch,Completed,True,sdv-id-BNofMJ
T02060002,P011,Investment,133.19,2025-07-21,Branch,Completed,True,sdv-id-BNofMJ
T02060003,P013,Banking,4559.52,2022-05-10,Branch,Cancelled,True,sdv-id-BNofMJ
T02060004,P013,Banking,924.88,2023-11-20,Online,Completed,True,sdv-id-BNofMJ
T02060005,P008,Insurance,124.93,2025-10-19,Branch,Completed,True,sdv-id-BNofMJ
T02060006,P002,Banking,2.37,2025-12-31,Branch,Pending,True,sdv-id-BNofMJ
T02070000,P001,Banking,0.06,2022-01-20,Online,Completed,False,sdv-id-zLPCAe
T02070001,P007,Credit,150.3,2025-11-01,Online,Completed,True,sdv-id-zLPCAe
T02070002,P012,Investment,4744.35,2022-02-07,Branch,Completed,True,sdv-id-zLPCAe
T02070003,P005,Credit,181.06,2025-11-05,Branch,Completed,True,sdv-id-zLPCAe
T02080000,P001,Banking,0.06,2025-11-19,Online,Pending,False,sdv-id-tGSkfM
T02090000,P014,Banking,1541.01,2022-04-29,Branch,Pending,True,sdv-id-RuGAkF
T02090001,P005,Credit,12454.64,2023-04-12,Online,Pending,True,sdv-id-RuGAkF
T02090002,P001,Banking,32.17,2025-07-26,Online,Completed,False,sdv-id-RuGAkF
T02090003,P008,Insurance,209.24,2025-08-05,Online,Completed,True,sdv-id-RuGAkF
T02090004,P013,Banking,4553.19,2025-10-05,Branch,Pending,False,sdv-id-RuGAkF
T02100000,P003,Credit,1614.34,2023-11-19,Branch,Completed,True,sdv-id-cvsmvH
T02100001,P013,Banking,986.99,2025-08-04,Branch,Pending,True,sdv-id-cvsmvH
T02100002,P003,Credit,257.67,2022-06-27,Online,Pending,True,sdv-id-cvsmvH
T02100003,P005,Credit,240.17,2025-10-18,Online,Completed,True,sdv-id-cvsmvH
T02110000,P013,Banking,1098.97,2025-12-06,Branch,Pending,True,sdv-id-MOqxLe
T02110001,P010,Insurance,79.09,2025-05-08,Branch,Pending,True,sdv-id-MOqxLe
T02110002,P009,Insurance,135.65,2025-10-06,Online,Completed,True,sdv-id-MOqxLe
T02110003,P013,Banking,1129.44,2024-04-30,Online,Pending,True,sdv-id-MOqxLe
T02110004,P002,Banking,0.06,2025-10-19,Online,Completed,False,sdv-id-MOqxLe
T02120000,P002,Banking,424.39,2022-01-01,Phone,Completed,False,sdv-id-XATCBo
T02120001,P001,Banking,0.89,2022-01-01,Branch,Pending,True,sdv-id-XATCBo
T02120002,P002,Banking,22.07,2025-07-19,Online,Completed,False,sdv-id-XATCBo
T02120003,P010,Insurance,130.7,2025-07-02,Branch,Pending,True,sdv-id-XATCBo
T02120004,P001,Banking,33.63,2025-07-27,Online,Pending,False,sdv-id-XATCBo
T02120005,P014,Banking,1603.54,2022-03-18,Branch,Pending,True,sdv-id-XATCBo
T02130000,P002,Banking,201.79,2025-10-14,Online,Completed,True,sdv-id-rFsxyu
T02130001,P002,Banking,13.88,2022-04-13,Online,Pending,False,sdv-id-rFsxyu
T02130002,P002,Banking,521.37,2025-08-15,Online,Pending,False,sdv-id-rFsxyu
T02140000,P009,Insurance,158.93,2022-10-19,Phone,Completed,False,sdv-id-YxmnQl
T02140001,P006,Credit,179.88,2022-05-05,Online,Completed,True,sdv-id-YxmnQl
T02140002,P001,Banking,0.06,2025-08-15,Online,Pending,False,sdv-id-YxmnQl
T02140003,P011,Investment,125.73,2025-10-01,Online,Pending,True,sdv-id-YxmnQl
T02140004,P007,Credit,11232.31,2022-12-22,Online,Completed,True,sdv-id-YxmnQl
T02140005,P010,Insurance,200.98,2025-11-18,Branch,Completed,True,sdv-id-YxmnQl
T02140006,P011,Investment,94.48,2023-02-04,Mobile App,Completed,True,sdv-id-YxmnQl
T02150000,P013,Banking,878.07,2025-06-21,Branch,Completed,True,sdv-id-FSBofJ
T02150001,P010,Insurance,113.4,2022-09-12,Branch,Pending,True,sdv-id-FSBofJ
T02150002,P002,Banking,432.96,2025-07-31,Online,Pending,False,sdv-id-FSBofJ
T02150003,P014,Banking,2227.12,2022-05-14,Branch,Pending,True,sdv-id-FSBofJ
T02150004,P007,Credit,11148.55,2025-11-23,Mobile App,Pending,True,sdv-id-FSBofJ
T02150005,P012,Investment,2056.97,2025-07-16,Branch,Pending,True,sdv-id-FSBofJ
T02160000,P002,Banking,457.56,2022-04-15,Online,Completed,False,sdv-id-mlBDUz
T02160001,P005,Credit,11047.58,2022-03-18,Branch,Pending,True,sdv-id-mlBDUz
T02160002,P002,Banking,558.58,2025-10-17,Branch,Completed,True,sdv-id-mlBDUz
T02160003,P002,Banking,532.3,2024-04-23,Branch,Pending,True,sdv-id-mlBDUz
T02170000,P001,Banking,48.56,2022-10-05,Online,Pending,False,sdv-id-MrsQzS
T02170001,P005,Credit,48.23,2024-06-13,Mobile App,Pending,True,sdv-id-MrsQzS
T02170002,P013,Banking,357.49,2025-08-09,Branch,Completed,True,sdv-id-MrsQzS
T02180000,P002,Banking,0.06,2025-10-11,Mobile App,Completed,False,sdv-id-zIPShp
T02180001,P013,Banking,1184.69,2025-08-07,Online,Completed,True,sdv-id-zIPShp
T02180002,P001,Banking,22.45,2025-09-27,Online,Completed,False,sdv-id-zIPShp
T02180003,P001,Banking,335.98,2025-08-16,Online,Pending,False,sdv-id-zIPShp
T02180004,P011,Investment,1009.28,2025-12-13,Branch,Completed,True,sdv-id-zIPShp
T02190000,P001,Banking,36.31,2025-05-24,Online,Pending,False,sdv-id-sCrHGW
T02190001,P002,Banking,437.3,2025-09-17,Branch,Pending,False,sdv-id-sCrHGW
T02190002,P002,Banking,21.73,2025-11-06,Mobile App,Completed,False,sdv-id-sCrHGW
T02190003,P011,Investment,205.39,2022-01-28,Online,Completed,True,sdv-id-sCrHGW
T02190004,P001,Banking,159.27,2022-03-06,Online,Completed,True,sdv-id-sCrHGW
T02190005,P009,Insurance,121.97,2022-02-19,Branch,Pending,True,sdv-id-sCrHGW
T02200000,P003,Credit,374.34,2025-08-31,Branch,Completed,True,sdv-id-EEwgDC
T02210000,P002,Banking,33.21,2025-07-11,Branch,Pending,False,sdv-id-tHLgfW
T02210001,P002,Banking,31.4,2022-03-07,Branch,Completed,True,sdv-id-tHLgfW
T02210002,P003,Credit,486.95,2025-10-21,Branch,Cancelled,True,sdv-id-tHLgfW
T02210003,P008,Insurance,112.59,2025-10-19,Online,Completed,False,sdv-id-tHLgfW
T02210004,P014,Banking,1861.29,2022-04-19,Branch,Completed,True,sdv-id-tHLgfW
T02220000,P008,Insurance,78.86,2022-05-15,Online,Completed,False,sdv-id-vHBeSb
T02230000,P008,Insurance,27.69,2025-08-17,Online,Completed,False,sdv-id-XSvadP
T02230001,P002,Banking,464.88,2025-09-03,Online,Pending,False,sdv-id-XSvadP
T02230002,P008,Insurance,6.24,2022-01-29,Branch,Completed,True,sdv-id-XSvadP
T02240000,P009,Insurance,90.71,2022-04-16,Online,Completed,True,sdv-id-syXfyG
T02240001,P009,Insurance,60.07,2025-10-03,Branch,Completed,True,sdv-id-syXfyG
T02240002,P001,Banking,44.12,2023-03-16,Online,Completed,False,sdv-id-syXfyG
T02250000,P008,Insurance,58.56,2025-08-10,Branch,Pending,True,sdv-id-LTpVrG
T02250001,P008,Insurance,56.12,2023-12-29,Mobile App,Pending,True,sdv-id-LTpVrG
T02250002,P001,Banking,27.91,2022-04-24,Online,Pending,True,sdv-id-LTpVrG
T02250003,P008,Insurance,75.84,2024-08-04,Online,Completed,True,sdv-id-LTpVrG
T02250004,P015,Investment,319.98,2025-10-19,Online,Completed,False,sdv-id-LTpVrG
T02250005,P011,Investment,68.25,2025-12-12,Branch,Pending,True,sdv-id-LTpVrG
T02260000,P004,Credit,82.03,2022-02-10,Branch,Pending,True,sdv-id-tUYtUF
T02260001,P008,Insurance,21.05,2024-10-18,Online,Pending,False,sdv-id-tUYtUF
T02260002,P013,Banking,938.33,2025-07-03,Branch,Pending,True,sdv-id-tUYtUF
T02260003,P002,Banking,37.2,2024-04-12,Online,Completed,False,sdv-id-tUYtUF
T02260004,P002,Banking,29.3,2025-09-03,Branch,Cancelled,False,sdv-id-tUYtUF
T02270000,P003,Credit,13.46,2025-08-27,Phone,Completed,False,sdv-id-UoGlfb
T02270001,P001,Banking,0.06,2024-06-20,Online,Completed,False,sdv-id-UoGlfb
T02270002,P005,Credit,1736.96,2022-01-04,Branch,Pending,True,sdv-id-UoGlfb
T02280000,P012,Investment,861.94,2025-07-25,Branch,Completed,True,sdv-id-umYCaj
T02280001,P001,Banking,14.11,2025-10-18,Online,Completed,False,sdv-id-umYCaj
T02280002,P012,Investment,5029.58,2025-11-20,Branch,Pending,True,sdv-id-umYCaj
T02280003,P001,Banking,4.64,2022-03-15,Online,Pending,False,sdv-id-umYCaj
T02280004,P012,Investment,1203.69,2025-07-07,Branch,Pending,True,sdv-id-umYCaj
T02290000,P005,Credit,32.56,2022-02-10,Branch,Completed,True,sdv-id-ZmFjQm
T02290001,P010,Insurance,80.42,2025-03-29,Branch,Pending,True,sdv-id-ZmFjQm
T02290002,P008,Insurance,29.43,2025-12-24,Online,Pending,False,sdv-id-ZmFjQm
T02290003,P012,Investment,2120.14,2024-06-28,Mobile App,Completed,True,sdv-id-ZmFjQm
T02290004,P003,Credit,333.77,2022-07-14,Online,Pending,True,sdv-id-ZmFjQm
T02290005,P013,Banking,4497.35,2024-02-22,Branch,Pending,True,sdv-id-ZmFjQm
T02300000,P005,Credit,121.22,2024-12-17,Online,Completed,True,sdv-id-QVtebH
T02300001,P008,Insurance,64.39,2025-09-03,Branch,Pending,False,sdv-id-QVtebH
T02300002,P001,Banking,18.43,2025-09-09,Branch,Completed,False,sdv-id-QVtebH
T02310000,P013,Banking,1204.23,2024-05-30,Online,Pending,True,sdv-id-VTBPHr
T02310001,P008,Insurance,15.61,2025-04-26,Online,Completed,False,sdv-id-VTBPHr
T02310002,P001,Banking,30.76,2022-03-17,Branch,Pending,True,sdv-id-VTBPHr
T02320000,P011,Investment,130.08,2025-10-16,Branch,Completed,True,sdv-id-dKcdQV
T02320001,P002,Banking,486.04,2023-12-05,Online,Pending,False,sdv-id-dKcdQV
T02330000,P010,Insurance,2057.16,2022-03-17,Branch,Cancelled,True,sdv-id-MWPLZY
T02330001,P012,Investment,4799.39,2022-10-16,Branch,Completed,True,sdv-id-MWPLZY
T02330002,P002,Banking,537.14,2025-11-15,Branch,Completed,True,sdv-id-MWPLZY
T02330003,P009,Insurance,815.8,2025-07-25,Online,Pending,True,sdv-id-MWPLZY
T02340000,P003,Credit,522.46,2022-06-02,Branch,Completed,True,sdv-id-QBSzGB
T02340001,P005,Credit,74.54,2022-01-15,Branch,Completed,True,sdv-id-QBSzGB
T02350000,P008,Insurance,80.82,2024-07-26,Mobile App,Pending,True,sdv-id-wLUgPr
T02360000,P009,Insurance,53.11,2025-11-14,Branch,Completed,True,sdv-id-YnTyUV
T02360001,P014,Banking,1720.93,2022-06-04,Branch,Completed,True,sdv-id-YnTyUV
T02360002,P001,Banking,2.01,2025-06-07,Online,Completed,False,sdv-id-YnTyUV
T02360003,P005,Credit,9962.45,2025-10-27,Branch,Completed,True,sdv-id-YnTyUV
T02360004,P002,Banking,13.07,2025-06-20,Phone,Cancelled,True,sdv-id-YnTyUV
T02360005,P001,Banking,338.84,2025-09-13,Online,Cancelled,False,sdv-id-YnTyUV
T02360006,P012,Investment,1178.64,2025-10-18,Online,Pending,True,sdv-id-YnTyUV
T02360007,P010,Insurance,849.52,2025-11-10,Branch,Completed,True,sdv-id-YnTyUV
T02370000,P001,Banking,38.26,2025-09-23,Branch,Completed,True,sdv-id-nFqlbB
T02370001,P008,Insurance,71.17,2025-05-19,Branch,Completed,True,sdv-id-nFqlbB
T02370002,P012,Investment,4297.57,2025-10-02,Branch,Cancelled,True,sdv-id-nFqlbB
T02380000,P011,Investment,159.05,2022-02-20,Branch,Pending,True,sdv-id-tJymcY
T02380001,P003,Credit,0.06,2022-08-03,Online,Completed,False,sdv-id-tJymcY
T02380002,P015,Investment,14.98,2025-10-17,Online,Pending,False,sdv-id-tJymcY
T02380003,P005,Credit,493.72,2022-04-15,Branch,Completed,True,sdv-id-tJymcY
T02380004,P014,Banking,534.57,2022-10-05,Mobile App,Completed,False,sdv-id-tJymcY
T02380005,P009,Insurance,128.01,2022-10-31,Branch,Pending,True,sdv-id-tJymcY
T02390000,P010,Insurance,652.78,2025-10-05,Branch,Pending,True,sdv-id-looryC
T02390001,P001,Banking,174.53,2025-01-14,Online,Cancelled,False,sdv-id-looryC
T02400000,P002,Banking,0.06,2025-11-17,Online,Pending,True,sdv-id-ESGwuf
T02400001,P002,Banking,5.2,2024-03-02,Online,Pending,False,sdv-id-ESGwuf
T02400002,P003,Credit,588.14,2024-03-14,Branch,Completed,True,sdv-id-ESGwuf
T02400003,P008,Insurance,48.68,2023-04-11,Online,Pending,False,sdv-id-ESGwuf
T02400004,P010,Insurance,1052.9,2025-02-17,Branch,Pending,True,sdv-id-ESGwuf
T02410000,P013,Banking,691.94,2023-10-26,Online,Completed,True,sdv-id-CQbseF
T02410001,P002,Banking,23.75,2022-06-26,Branch,Completed,True,sdv-id-CQbseF
T02410002,P008,Insurance,92.43,2025-06-10,Online,Completed,True,sdv-id-CQbseF
T02410003,P008,Insurance,104.0,2025-10-25,Online,Completed,True,sdv-id-CQbseF
T02410004,P007,Credit,63370.03,2023-01-14,Online,Completed,True,sdv-id-CQbseF
T02410005,P010,Insurance,99.05,2022-01-25,Phone,Completed,True,sdv-id-CQbseF
T02410006,P012,Investment,1382.34,2022-06-16,Branch,Cancelled,True,sdv-id-CQbseF
T02410007,P003,Credit,8.78,2022-06-11,Branch,Pending,False,sdv-id-CQbseF
T02420000,P001,Banking,19.17,2025-12-20,Branch,Pending,False,sdv-id-RIPDLX
T02420001,P008,Insurance,111.26,2023-01-08,Online,Cancelled,False,sdv-id-RIPDLX
T02420002,P015,Investment,32.01,2025-12-26,Online,Completed,False,sdv-id-RIPDLX
T02430000,P001,Banking,79.85,2025-10-05,Online,Pending,True,sdv-id-ulAXuv
T02430001,P009,Insurance,72.04,2025-11-27,Branch,Pending,True,sdv-id-ulAXuv
T02440000,P011,Investment,203.34,2025-12-31,Online,Completed,True,sdv-id-WTClpv
T02440001,P003,Credit,555.11,2022-01-21,Branch,Completed,True,sdv-id-WTClpv
T02440002,P008,Insurance,51.77,2025-09-18,Branch,Pending,False,sdv-id-WTClpv
T02450000,P014,Banking,1493.68,2025-09-04,Online,Pending,True,sdv-id-flbKfs
T02450001,P010,Insurance,68.5,2025-09-10,Branch,Completed,True,sdv-id-flbKfs
T02450002,P003,Credit,652.34,2025-07-20,Branch,Pending,True,sdv-id-flbKfs
T02450003,P001,Banking,39.55,2025-09-04,Online,Completed,False,sdv-id-flbKfs
T02450004,P015,Investment,0.06,2025-10-10,Online,Pending,False,sdv-id-flbKfs
T02450005,P010,Insurance,826.41,2025-07-24,Branch,Completed,True,sdv-id-flbKfs
T02460000,P008,Insurance,34.72,2025-12-11,Online,Pending,False,sdv-id-yzytDW
T02460001,P007,Credit,57494.66,2022-06-28,Online,Completed,True,sdv-id-yzytDW
T02460002,P011,Investment,1093.68,2025-08-02,Online,Completed,True,sdv-id-yzytDW
T02460003,P009,Insurance,117.08,2024-04-01,Mobile App,Completed,True,sdv-id-yzytDW
T02460004,P001,Banking,24.2,2022-03-06,Online,Completed,False,sdv-id-yzytDW
T02470000,P002,Banking,147.29,2022-11-11,Online,Pending,False,sdv-id-JhodoE
T02480000,P014,Banking,1650.74,2022-03-30,Branch,Pending,True,sdv-id-ayWnRX
T02480001,P001,Banking,312.0,2022-03-19,Online,Completed,False,sdv-id-ayWnRX
T02490000,P012,Investment,2116.52,2022-03-08,Branch,Completed,True,sdv-id-SchcCV
T02490001,P007,Credit,80.59,2025-10-01,Branch,Completed,True,sdv-id-SchcCV
T02490002,P010,Insurance,176.25,2025-08-09,Branch,Pending,True,sdv-id-SchcCV
T02490003,P008,Insurance,97.78,2022-05-03,Branch,Completed,True,sdv-id-SchcCV
T02490004,P014,Banking,1072.87,2024-11-19,Mobile App,Completed,True,sdv-id-SchcCV
T02490005,P011,Investment,152.95,2025-11-21,Branch,Completed,True,sdv-id-SchcCV
T02490006,P008,Insurance,66.43,2025-01-21,Online,Pending,False,sdv-id-SchcCV
T02490007,P013,Banking,5104.32,2025-07-28,Branch,Pending,True,sdv-id-SchcCV
T02490008,P008,Insurance,139.14,2025-07-02,Branch,Completed,True,sdv-id-SchcCV
T02490009,P002,Banking,407.14,2025-06-23,Branch,Pending,False,sdv-id-SchcCV
T02490010,P009,Insurance,731.92,2025-08-17,Online,Completed,True,sdv-id-SchcCV
T02500000,P014,Banking,151.21,2022-01-01,Branch,Completed,False,sdv-id-gNhvcz
T02500001,P001,Banking,39.82,2022-04-19,Branch,Completed,True,sdv-id-gNhvcz
T02500002,P001,Banking,101.73,2025-07-14,Online,Pending,False,sdv-id-gNhvcz
T02500003,P012,Investment,5238.29,2025-12-31,Branch,Pending,True,sdv-id-gNhvcz
T02510000,P013,Banking,950.13,2024-01-12,Branch,Pending,False,sdv-id-YwZSaE
T02510001,P005,Credit,85.02,2022-04-06,Phone,Completed,True,sdv-id-YwZSaE
T02510002,P013,Banking,966.76,2025-07-26,Branch,Pending,True,sdv-id-YwZSaE
T02510003,P008,Insurance,123.27,2025-08-14,Online,Completed,True,sdv-id-YwZSaE
T02510004,P002,Banking,20.56,2025-08-22,Branch,Pending,False,sdv-id-YwZSaE
T02510005,P002,Banking,12.47,2025-10-16,Branch,Pending,True,sdv-id-YwZSaE
T02510006,P008,Insurance,98.23,2025-05-30,Branch,Completed,True,sdv-id-YwZSaE
T02510007,P008,Insurance,42.4,2023-06-17,Online,Pending,False,sdv-id-YwZSaE
T02520000,P002,Banking,8.17,2025-11-04,Branch,Completed,True,sdv-id-UElzIY
T02520001,P010,Insurance,67.99,2022-10-26,Branch,Cancelled,False,sdv-id-UElzIY
T02520002,P014,Banking,589.5,2025-06-18,Branch,Pending,True,sdv-id-UElzIY
T02520003,P008,Insurance,183.17,2022-01-04,Mobile App,Completed,True,sdv-id-UElzIY
T02520004,P010,Insurance,108.93,2022-11-19,Online,Completed,True,sdv-id-UElzIY
T02530000,P008,Insurance,212.84,2025-11-05,Online,Completed,True,sdv-id-Xaffzu
T02530001,P009,Insurance,133.02,2025-10-20,Online,Completed,False,sdv-id-Xaffzu
T02540000,P013,Banking,1460.15,2025-10-06,Branch,Cancelled,True,sdv-id-jLtNci
T02540001,P008,Insurance,35.23,2025-08-04,Online,Pending,False,sdv-id-jLtNci
T02540002,P012,Investment,1092.11,2022-06-13,Online,Pending,True,sdv-id-jLtNci
T02540003,P001,Banking,35.62,2025-07-17,Online,Pending,False,sdv-id-jLtNci
T02540004,P003,Credit,6.3,2025-11-21,Online,Completed,False,sdv-id-jLtNci
T02550000,P010,Insurance,116.74,2022-11-19,Branch,Completed,True,sdv-id-CoMCbs
T02550001,P011,Investment,35.63,2022-03-24,Branch,Pending,True,sdv-id-CoMCbs
T02550002,P010,Insurance,174.26,2025-08-20,Branch,Pending,True,sdv-id-CoMCbs
T02550003,P001,Banking,43.5,2025-11-02,Online,Cancelled,False,sdv-id-CoMCbs
T02560000,P003,Credit,2119.53,2022-03-30,Branch,Completed,True,sdv-id-kLqAkI
T02560001,P001,Banking,0.06,2025-08-07,Online,Completed,False,sdv-id-kLqAkI
T02560002,P002,Banking,194.25,2025-12-04,Online,Pending,False,sdv-id-kLqAkI
T02570000,P014,Banking,2126.31,2022-05-29,Branch,Completed,True,sdv-id-nqGXjx
T02570001,P008,Insurance,36.49,2025-10-10,Online,Pending,False,sdv-id-nqGXjx
T02570002,P001,Banking,12.76,2025-11-14,Branch,Pending,False,sdv-id-nqGXjx
T02570003,P010,Insurance,111.43,2025-12-07,Branch,Pending,True,sdv-id-nqGXjx
T02580000,P014,Banking,1978.73,2022-06-10,Branch,Completed,True,sdv-id-rVVbiX
T02580001,P009,Insurance,137.43,2025-09-21,Online,Pending,False,sdv-id-rVVbiX
T02580002,P006,Credit,565.24,2022-01-13,Online,Cancelled,True,sdv-id-rVVbiX
T02580003,P005,Credit,27.65,2025-11-21,Branch,Completed,True,sdv-id-rVVbiX
T02590000,P002,Banking,0.06,2025-09-14,Online,Completed,False,sdv-id-bhlewe
T02590001,P003,Credit,528.58,2025-07-25,Branch,Completed,False,sdv-id-bhlewe
T02590002,P012,Investment,733.51,2025-05-12,Phone,Completed,True,sdv-id-bhlewe
T02590003,P001,Banking,0.06,2024-10-17,Online,Completed,False,sdv-id-bhlewe
T02600000,P009,Insurance,214.43,2025-10-13,Branch,Completed,True,sdv-id-oCXzdr
T02600001,P008,Insurance,34.27,2022-02-03,Online,Completed,False,sdv-id-oCXzdr
T02610000,P014,Banking,771.22,2022-02-02,Mobile App,Completed,True,sdv-id-yLBCKq
T02610001,P008,Insurance,33.48,2025-07-17,Branch,Pending,False,sdv-id-yLBCKq
T02610002,P008,Insurance,157.76,2022-03-17,Branch,Completed,True,sdv-id-yLBCKq
T02610003,P010,Insurance,54.05,2022-11-06,Branch,Completed,True,sdv-id-yLBCKq
T02610004,P013,Banking,1730.66,2025-12-31,Online,Completed,True,sdv-id-yLBCKq
T02620000,P002,Banking,0.06,2025-07-25,Online,Completed,False,sdv-id-deqdEp
T02620001,P008,Insurance,60.0,2025-10-17,Branch,Cancelled,False,sdv-id-deqdEp
T02630000,P001,Banking,18.89,2022-01-01,Branch,Cancelled,False,sdv-id-RXVXpd
T02630001,P011,Investment,113.8,2022-12-06,Online,Completed,True,sdv-id-RXVXpd
T02630002,P010,Insurance,24.82,2025-10-19,Branch,Pending,True,sdv-id-RXVXpd
T02630003,P007,Credit,49.01,2022-06-16,Branch,Completed,True,sdv-id-RXVXpd
T02630004,P009,Insurance,185.44,2023-01-27,Online,Cancelled,True,sdv-id-RXVXpd
T02640000,P006,Credit,10392.36,2024-06-28,Phone,Completed,True,sdv-id-sRMrpX
T02640001,P010,Insurance,352.14,2025-07-23,Online,Cancelled,True,sdv-id-sRMrpX
T02640002,P002,Banking,470.38,2022-02-19,Branch,Pending,False,sdv-id-sRMrpX
T02640003,P002,Banking,15.0,2025-10-28,Online,Completed,False,sdv-id-sRMrpX
T02650000,P012,Investment,1109.18,2022-05-10,Online,Pending,True,sdv-id-SOvkvU
T02650001,P010,Insurance,68.47,2025-10-19,Branch,Pending,True,sdv-id-SOvkvU
T02650002,P011,Investment,731.12,2025-10-22,Branch,Completed,True,sdv-id-SOvkvU
T02660000,P008,Insurance,62.92,2025-09-12,Online,Completed,False,sdv-id-KmoNuo
T02660001,P010,Insurance,98.59,2024-06-04,Phone,Pending,True,sdv-id-KmoNuo
T02660002,P005,Credit,678.68,2022-10-20,Branch,Completed,True,sdv-id-KmoNuo
T02660003,P001,Banking,42.59,2025-08-28,Online,Completed,False,sdv-id-KmoNuo
T02660004,P014,Banking,2139.43,2025-08-25,Branch,Completed,True,sdv-id-KmoNuo
T02660005,P003,Credit,248.23,2025-09-28,Mobile App,Completed,False,sdv-id-KmoNuo
