transaction_id,product_id,product_category,amount,transaction_date,channel,status,is_first_product,customer_id
T02450000,P009,Insurance,58.79,2023-03-18,Online,Completed,False,sdv-id-yzytDW
T02450001,P002,Banking,2173.93,2023-05-31,Mobile App,Completed,True,sdv-id-yzytDW
T02450002,P007,Credit,984.23,2025-01-13,Branch,Completed,True,sdv-id-yzytDW
T02450003,P001,Banking,148.5,2022-07-22,Branch,Completed,True,sdv-id-yzytDW
T02460000,P006,Credit,49.65,2024-09-05,Branch,Completed,True,sdv-id-JhodoE
T02460001,P012,Investment,1500.3,2025-04-15,Branch,Completed,True,sdv-id-JhodoE
T02460002,P014,Banking,173.97,2025-12-24,Online,Completed,True,sdv-id-JhodoE
T02470000,P014,Banking,768.78,2025-06-03,Phone,Completed,True,sdv-id-ayWnRX
T02470001,P008,Insurance,5224.59,2022-07-07,Online,Completed,False,sdv-id-ayWnRX
T02470002,P007,Credit,31.88,2023-03-28,Phone,Completed,False,sdv-id-ayWnRX
T02470003,P002,Banking,153.21,2022-08-04,Online,Completed,False,sdv-id-ayWnRX
T02480000,P015,Investment,2424.01,2025-09-20,Branch,Completed,True,sdv-id-SchcCV
T02480001,P008,Insurance,0.01,2023-07-09,Branch,Completed,False,sdv-id-SchcCV
T02480002,P015,Investment,1077.49,2022-09-16,Online,Completed,False,sdv-id-SchcCV
T02490000,P001,Banking,5778.71,2024-08-14,Mobile App,Completed,False,sdv-id-gNhvcz
T02490001,P010,Insurance,642.22,2022-06-02,Mobile App,Completed,True,sdv-id-gNhvcz
T02490002,P014,Banking,149.12,2024-11-28,Branch,Completed,False,sdv-id-gNhvcz
T02490003,P001,Banking,1532.27,2024-10-12,Online,Pending,False,sdv-id-gNhvcz
T02500000,P010,Insurance,0.01,2025-12-14,Online,Completed,False,sdv-id-YwZSaE
T02500001,P012,Investment,0.01,2022-08-22,Online,Completed,False,sdv-id-YwZSaE
T02500002,P013,Banking,341.38,2024-07-05,Branch,Completed,False,sdv-id-YwZSaE
T02500003,P001,Banking,0.01,2022-06-06,Online,Completed,True,sdv-id-YwZSaE
T02500004,P013,Banking,10.15,2022-11-01,Online,Pending,False,sdv-id-YwZSaE
T02510000,P009,Insurance,8873.87,2022-12-14,Mobile App,Completed,True,sdv-id-UElzIY
T02510001,P007,Credit,154.73,2024-05-06,Online,Completed,False,sdv-id-UElzIY
T02510002,P002,Banking,147.65,2024-02-05,Mobile App,Completed,False,sdv-id-UElzIY
T02510003,P015,Investment,47.23,2025-03-08,Online,Completed,False,sdv-id-UElzIY
T02520000,P001,Banking,99.41,2023-06-14,Branch,Pending,True,sdv-id-Xaffzu
T02520001,P010,Insurance,135.38,2023-09-23,Online,Completed,True,sdv-id-Xaffzu
T02520002,P008,Insurance,197.56,2024-04-21,Branch,Completed,True,sdv-id-Xaffzu
T02520003,P013,Banking,44.18,2022-05-21,Online,Cancelled,False,sdv-id-Xaffzu
T02520004,P007,Credit,0.01,2022-08-19,Online,Completed,False,sdv-id-Xaffzu
T02530000,P002,Banking,165.74,2023-03-19,Branch,Completed,False,sdv-id-jLtNci
T02530001,P001,Banking,0.01,2022-04-01,Branch,Completed,True,sdv-id-jLtNci
T02530002,P002,Banking,0.01,2022-11-18,Online,Completed,True,sdv-id-jLtNci
T02530003,P015,Investment,95.38,2025-12-31,Mobile App,Completed,False,sdv-id-jLtNci
T02530004,P014,Banking,3.41,2025-11-21,Mobile App,Completed,False,sdv-id-jLtNci
T02530005,P001,Banking,0.01,2024-08-06,Mobile App,Completed,False,sdv-id-jLtNci
T02530006,P013,Banking,951.39,2022-06-27,Branch,Completed,True,sdv-id-jLtNci
T02540000,P006,Credit,5250.43,2025-09-06,Online,Completed,False,sdv-id-CoMCbs
T02540001,P008,Insurance,1950.37,2023-11-01,Online,Completed,True,sdv-id-CoMCbs
T02540002,P007,Credit,0.01,2022-03-30,Online,Completed,True,sdv-id-CoMCbs
T02550000,P007,Credit,8.44,2025-03-04,Branch,Completed,False,sdv-id-kLqAkI
T02550001,P007,Credit,763.85,2025-02-04,Online,Completed,False,sdv-id-kLqAkI
T02550002,P006,Credit,0.01,2024-06-28,Mobile App,Completed,True,sdv-id-kLqAkI
T02550003,P008,Insurance,89.64,2024-07-07,Mobile App,Completed,False,sdv-id-kLqAkI
T02550004,P001,Banking,90.41,2022-09-26,Online,Cancelled,True,sdv-id-kLqAkI
T02560000,P008,Insurance,186.07,2024-02-26,Mobile App,Cancelled,True,sdv-id-nqGXjx
T02560001,P008,Insurance,1111.06,2024-09-20,Mobile App,Completed,True,sdv-id-nqGXjx
T02560002,P008,Insurance,203.23,2023-08-31,Online,Cancelled,True,sdv-id-nqGXjx
T02570000,P013,Banking,5470.2,2023-05-18,Online,Completed,True,sdv-id-rVVbiX
T02570001,P010,Insurance,99.25,2024-01-26,Mobile App,Completed,True,sdv-id-rVVbiX
T02570002,P015,Investment,110.74,2022-12-24,Online,Completed,True,sdv-id-rVVbiX
T02570003,P001,Banking,240.57,2025-04-17,Branch,Completed,True,sdv-id-rVVbiX
T02580000,P009,Insurance,707.25,2023-05-30,Branch,Pending,True,sdv-id-bhlewe
T02580001,P001,Banking,1581.6,2022-03-26,Mobile App,Completed,False,sdv-id-bhlewe
T02580002,P014,Banking,137.03,2024-03-10,Phone,Completed,True,sdv-id-bhlewe
T02580003,P002,Banking,46.5,2023-05-02,Online,Completed,True,sdv-id-bhlewe
T02580004,P006,Credit,1842.26,2023-05-16,Online,Completed,True,sdv-id-bhlewe
T02580005,P007,Credit,10.61,2024-05-28,Mobile App,Completed,False,sdv-id-bhlewe
T02590000,P007,Credit,0.01,2022-12-01,Online,Pending,False,sdv-id-oCXzdr
T02590001,P008,Insurance,1369.53,2024-06-22,Online,Completed,True,sdv-id-oCXzdr
T02590002,P002,Banking,91.73,2022-06-25,Online,Completed,False,sdv-id-oCXzdr
T02600000,P008,Insurance,24.75,2023-01-05,Online,Completed,False,sdv-id-yLBCKq
T02600001,P003,Credit,57.32,2022-07-25,Online,Completed,True,sdv-id-yLBCKq
T02600002,P002,Banking,0.01,2022-07-11,Branch,Completed,False,sdv-id-yLBCKq
T02600003,P013,Banking,815.14,2023-03-03,Online,Completed,False,sdv-id-yLBCKq
T02610000,P001,Banking,232.19,2022-08-02,Mobile App,Pending,True,sdv-id-deqdEp
T02610001,P014,Banking,2510.42,2023-03-04,Online,Completed,True,sdv-id-deqdEp
T02610002,P003,Credit,260.01,2023-08-05,Online,Completed,True,sdv-id-deqdEp
T02610003,P005,Credit,51.29,2025-04-21,Mobile App,Completed,False,sdv-id-deqdEp
T02610004,P015,Investment,0.01,2022-05-11,Branch,Completed,False,sdv-id-deqdEp
T02620000,P009,Insurance,876.53,2023-07-20,Online,Completed,False,sdv-id-RXVXpd
T02620001,P012,Investment,59.78,2025-04-03,Phone,Completed,False,sdv-id-RXVXpd
T02620002,P007,Credit,659.95,2025-03-29,Mobile App,Completed,True,sdv-id-RXVXpd
T02620003,P008,Insurance,8334.05,2024-05-25,Online,Completed,False,sdv-id-RXVXpd
T02630000,P009,Insurance,68.05,2024-09-30,Online,Pending,True,sdv-id-sRMrpX
T02630001,P007,Credit,0.01,2022-05-26,Online,Completed,False,sdv-id-sRMrpX
T02630002,P002,Banking,10471.32,2023-07-26,Branch,Completed,True,sdv-id-sRMrpX
T02630003,P009,Insurance,44042.58,2023-01-27,Online,Completed,True,sdv-id-sRMrpX
T02630004,P008,Insurance,2100.9,2025-10-05,Online,Pending,False,sdv-id-sRMrpX
T02630005,P011,Investment,4129.4,2024-01-07,Online,Completed,True,sdv-id-sRMrpX
T02630006,P007,Credit,0.01,2022-09-29,Branch,Completed,False,sdv-id-sRMrpX
T02640000,P009,Insurance,31.71,2022-08-21,Online,Completed,False,sdv-id-SOvkvU
T02640001,P009,Insurance,97.05,2022-11-08,Branch,Completed,False,sdv-id-SOvkvU
T02640002,P014,Banking,0.01,2023-05-31,Branch,Completed,False,sdv-id-SOvkvU
T02640003,P006,Credit,88.49,2023-06-12,Online,Completed,False,sdv-id-SOvkvU
T02640004,P002,Banking,547.86,2023-07-19,Online,Completed,True,sdv-id-SOvkvU
T02640005,P002,Banking,33.64,2025-04-21,Online,Completed,True,sdv-id-SOvkvU
T02650000,P012,Investment,939.25,2022-07-21,Mobile App,Completed,False,sdv-id-KmoNuo
T02650001,P002,Banking,2078.61,2025-12-31,Mobile App,Completed,True,sdv-id-KmoNuo
T02650002,P001,Banking,2091.62,2025-12-14,Online,Completed,False,sdv-id-KmoNuo
T02650003,P014,Banking,166.0,2022-05-14,Phone,Completed,True,sdv-id-KmoNuo
T02660000,P009,Insurance,2095.41,2025-04-12,Online,Completed,False,sdv-id-SdaglO
T02660001,P009,Insurance,161.06,2025-01-21,Mobile App,Completed,True,sdv-id-SdaglO
T02660002,P008,Insurance,10063.63,2024-01-28,Branch,Completed,False,sdv-id-SdaglO
T02670000,P003,Credit,158.49,2025-04-04,Mobile App,Completed,True,sdv-id-hCTHDv
T02670001,P009,Insurance,0.01,2022-08-03,Mobile App,Completed,False,sdv-id-hCTHDv
T02670002,P005,Credit,6103.54,2024-11-03,Branch,Pending,True,sdv-id-hCTHDv
T02670003,P012,Investment,474.43,2022-08-27,Branch,Completed,True,sdv-id-hCTHDv
T02680000,P002,Banking,2316.47,2022-09-28,Branch,Completed,False,sdv-id-FHtPCh
T02680001,P012,Investment,114.56,2024-08-27,Online,Completed,True,sdv-id-FHtPCh
T02680002,P010,Insurance,61.32,2022-03-11,Mobile App,Completed,True,sdv-id-FHtPCh
T02680003,P012,Investment,0.01,2023-11-25,Online,Completed,False,sdv-id-FHtPCh
T02680004,P013,Banking,1462.29,2022-11-23,Online,Pending,True,sdv-id-FHtPCh
T02690000,P010,Insurance,2395.27,2024-06-28,Online,Cancelled,False,sdv-id-oJYwIG
T02690001,P008,Insurance,87.17,2024-03-05,Online,Completed,False,sdv-id-oJYwIG
T02690002,P007,Credit,110.24,2023-09-13,Mobile App,Completed,True,sdv-id-oJYwIG
T02700000,P006,Credit,67.35,2023-09-16,Branch,Completed,False,sdv-id-JDCYqx
T02700001,P001,Banking,2300.18,2024-04-04,Mobile App,Completed,True,sdv-id-JDCYqx
T02700002,P008,Insurance,28.72,2023-05-16,Mobile App,Completed,True,sdv-id-JDCYqx
T02700003,P001,Banking,666.06,2022-08-25,Mobile App,Completed,False,sdv-id-JDCYqx
T02700004,P015,Investment,541.97,2025-08-30,Online,Completed,True,sdv-id-JDCYqx
T02700005,P001,Banking,801.51,2022-10-26,Online,Completed,False,sdv-id-JDCYqx
T02710000,P002,Banking,121.91,2025-05-05,Branch,Completed,False,sdv-id-CtFsCN
T02710001,P001,Banking,11663.96,2024-01-19,Phone,Completed,False,sdv-id-CtFsCN
T02720000,P003,Credit,126.35,2022-05-05,Online,Cancelled,True,sdv-id-JqPCwF
T02720001,P013,Banking,152.02,2023-07-13,Mobile App,Completed,False,sdv-id-JqPCwF
T02720002,P001,Banking,1477.23,2022-07-21,Mobile App,Completed,False,sdv-id-JqPCwF
T02720003,P009,Insurance,2343.66,2023-03-09,Mobile App,Completed,True,sdv-id-JqPCwF
T02720004,P008,Insurance,133.02,2023-12-15,Branch,Completed,True,sdv-id-JqPCwF
T02720005,P008,Insurance,102.76,2025-09-03,Mobile App,Completed,False,sdv-id-JqPCwF
T02720006,P010,Insurance,0.01,2024-10-20,Branch,Completed,True,sdv-id-JqPCwF
T02730000,P005,Credit,151.31,2024-04-28,Mobile App,Completed,False,sdv-id-kkjBlA
T02740000,P008,Insurance,710.66,2025-10-22,Online,Completed,False,sdv-id-fBCKiJ
T02740001,P001,Banking,1444.53,2022-09-02,Mobile App,Completed,True,sdv-id-fBCKiJ
T02740002,P008,Insurance,28.2,2023-04-01,Mobile App,Pending,True,sdv-id-fBCKiJ
T02750000,P005,Credit,0.01,2022-01-01,Online,Cancelled,True,sdv-id-BkOoAv
T02750001,P001,Banking,0.01,2025-12-29,Mobile App,Completed,False,sdv-id-BkOoAv
T02750002,P007,Credit,0.01,2024-02-18,Branch,Completed,True,sdv-id-BkOoAv
T02750003,P015,Investment,3.83,2022-10-25,Mobile App,Completed,True,sdv-id-BkOoAv
T02750004,P009,Insurance,196.94,2025-09-07,Branch,Completed,False,sdv-id-BkOoAv
T02760000,P007,Credit,56.46,2022-04-10,Mobile App,Completed,True,sdv-id-qrdngy
T02760001,P008,Insurance,0.01,2025-12-31,Mobile App,Completed,False,sdv-id-qrdngy
T02760002,P009,Insurance,213.16,2025-09-16,Branch,Completed,False,sdv-id-qrdngy
T02760003,P013,Banking,1241.55,2022-10-01,Mobile App,Completed,True,sdv-id-qrdngy
T02770000,P003,Credit,0.01,2025-02-26,Online,Completed,False,sdv-id-gNGGlO
T02780000,P002,Banking,227.27,2022-07-15,Online,Cancelled,False,sdv-id-rRiDgd
T02780001,P004,Credit,120.29,2022-10-04,Mobile App,Completed,True,sdv-id-rRiDgd
T02780002,P009,Insurance,85.01,2023-03-11,Branch,Completed,True,sdv-id-rRiDgd
T02780003,P002,Banking,24.19,2023-03-06,Branch,Completed,True,sdv-id-rRiDgd
T02790000,P008,Insurance,0.01,2022-05-10,Branch,Completed,False,sdv-id-TOswVU
T02800000,P003,Credit,2283.48,2023-03-09,Mobile App,Completed,True,sdv-id-ZfhlzR
T02800001,P007,Credit,0.01,2023-08-05,Online,Completed,False,sdv-id-ZfhlzR
T02800002,P013,Banking,0.01,2023-06-03,Online,Completed,True,sdv-id-ZfhlzR
T02810000,P001,Banking,98.32,2024-03-10,Branch,Pending,True,sdv-id-ELOSVF
T02810001,P006,Credit,100.6,2022-06-20,Branch,Completed,False,sdv-id-ELOSVF
T02810002,P008,Insurance,83.63,2025-07-07,Online,Completed,True,sdv-id-ELOSVF
T02820000,P008,Insurance,1721.75,2022-10-16,Online,Completed,True,sdv-id-cngUPD
T02820001,P013,Banking,202.23,2025-04-15,Mobile App,Completed,True,sdv-id-cngUPD
T02820002,P002,Banking,2150.68,2023-11-13,Online,Completed,True,sdv-id-cngUPD
T02820003,P012,Investment,51.65,2022-07-14,Mobile App,Pending,False,sdv-id-cngUPD
T02830000,P009,Insurance,0.01,2022-09-28,Branch,Completed,False,sdv-id-oZsCUW
T02830001,P006,Credit,150.54,2024-10-18,Online,Completed,True,sdv-id-oZsCUW
T02830002,P001,Banking,25.12,2022-03-03,Online,Completed,True,sdv-id-oZsCUW
T02830003,P009,Insurance,0.01,2025-03-15,Mobile App,Completed,False,sdv-id-oZsCUW
T02830004,P015,Investment,10.1,2022-08-28,Branch,Completed,False,sdv-id-oZsCUW
T02840000,P014,Banking,1750.89,2024-07-17,Online,Completed,True,sdv-id-iXrHkT
T02850000,P007,Credit,110.29,2022-09-19,Online,Completed,True,sdv-id-asgDni
T02850001,P013,Banking,895.75,2025-12-31,Branch,Completed,False,sdv-id-asgDni
T02850002,P003,Credit,221.23,2022-04-05,Mobile App,Completed,True,sdv-id-asgDni
T02850003,P008,Insurance,268.94,2022-11-28,Branch,Completed,True,sdv-id-asgDni
T02860000,P009,Insurance,118.38,2024-11-13,Online,Completed,False,sdv-id-jEuiRM
T02860001,P008,Insurance,1257.48,2025-03-14,Branch,Completed,True,sdv-id-jEuiRM
T02870000,P003,Credit,1859.55,2024-08-22,Online,Completed,False,sdv-id-XQJDFs
T02870001,P004,Credit,1081.15,2024-12-04,Online,Completed,True,sdv-id-XQJDFs
T02870002,P014,Banking,1257.45,2023-09-19,Mobile App,Completed,False,sdv-id-XQJDFs
T02870003,P009,Insurance,1795.83,2023-01-12,Phone,Completed,False,sdv-id-XQJDFs
T02870004,P009,Insurance,12.67,2023-08-18,Online,Completed,False,sdv-id-XQJDFs
T02870005,P010,Insurance,0.01,2023-04-08,Branch,Completed,True,sdv-id-XQJDFs
T02870006,P010,Insurance,2767.69,2022-03-17,Online,Completed,True,sdv-id-XQJDFs
T02870007,P001,Banking,1586.72,2022-08-02,Mobile App,Completed,True,sdv-id-XQJDFs
T02870008,P014,Banking,301.24,2022-09-05,Online,Completed,False,sdv-id-XQJDFs
T02870009,P006,Credit,70.26,2025-12-18,Mobile App,Completed,True,sdv-id-XQJDFs
T02880000,P003,Credit,10664.4,2022-11-01,Mobile App,Completed,False,sdv-id-LaTCDt
T02880001,P006,Credit,133.77,2023-09-11,Online,Completed,True,sdv-id-LaTCDt
T02890000,P015,Investment,39.83,2024-03-05,Mobile App,Completed,True,sdv-id-AWKPja
T02890001,P008,Insurance,288.53,2022-05-27,Online,Completed,False,sdv-id-AWKPja
T02890002,P008,Insurance,4388.14,2023-07-15,Online,Completed,True,sdv-id-AWKPja
T02890003,P001,Banking,4597.8,2022-07-14,Mobile App,Completed,True,sdv-id-AWKPja
T02890004,P010,Insurance,82.08,2024-11-03,Mobile App,Pending,True,sdv-id-AWKPja
T02890005,P006,Credit,255.29,2022-04-04,Online,Completed,False,sdv-id-AWKPja
T02900000,P004,Credit,0.01,2025-06-07,Phone,Completed,False,sdv-id-vYoueW
T02900001,P001,Banking,12.01,2022-06-03,Mobile App,Completed,False,sdv-id-vYoueW
T02910000,P013,Banking,0.01,2023-06-27,Mobile App,Completed,True,sdv-id-ggIbQu
T02910001,P014,Banking,144.25,2024-11-15,Mobile App,Completed,True,sdv-id-ggIbQu
T02910002,P005,Credit,19.32,2022-05-12,Phone,Completed,False,sdv-id-ggIbQu
T02910003,P009,Insurance,5078.02,2022-10-05,Mobile App,Completed,True,sdv-id-ggIbQu
T02920000,P004,Credit,273.67,2023-11-16,Branch,Completed,True,sdv-id-ZgCbAo
T02920001,P001,Banking,36.49,2022-02-28,Online,Completed,False,sdv-id-ZgCbAo
T02920002,P001,Banking,0.61,2025-07-10,Branch,Completed,False,sdv-id-ZgCbAo
T02920003,P006,Credit,311.33,2024-08-06,Mobile App,Completed,True,sdv-id-ZgCbAo
T02920004,P002,Banking,71.88,2022-05-07,Online,Completed,True,sdv-id-ZgCbAo
T02920005,P007,Credit,104.7,2022-02-11,Online,Completed,False,sdv-id-ZgCbAo
T02920006,P007,Credit,28.77,2023-02-07,Online,Completed,False,sdv-id-ZgCbAo
T02920007,P013,Banking,201.51,2024-05-04,Online,Completed,True,sdv-id-ZgCbAo
T02920008,P014,Banking,10630.35,2025-10-24,Mobile App,Completed,False,sdv-id-ZgCbAo
T02930000,P008,Insurance,1041.02,2022-05-11,Branch,Completed,False,sdv-id-mfPJno
T02930001,P011,Investment,170.32,2023-06-12,Mobile App,Completed,False,sdv-id-mfPJno
T02940000,P002,Banking,88.96,2024-01-30,Online,Completed,True,sdv-id-CtWmVW
T02940001,P004,Credit,1117.75,2024-11-02,Mobile App,Completed,True,sdv-id-CtWmVW
T02940002,P012,Investment,39.35,2025-06-06,Online,Completed,False,sdv-id-CtWmVW
T02940003,P009,Insurance,121.86,2025-07-26,Mobile App,Pending,True,sdv-id-CtWmVW
T02940004,P001,Banking,1850.21,2024-08-05,Branch,Completed,True,sdv-id-CtWmVW
T02950000,P002,Banking,203.3,2022-07-08,Branch,Completed,False,sdv-id-imtGlk
T02950001,P003,Credit,56.97,2025-02-27,Online,Completed,False,sdv-id-imtGlk
T02950002,P002,Banking,162.98,2023-01-24,Mobile App,Completed,False,sdv-id-imtGlk
T02960000,P002,Banking,357.5,2022-09-26,Branch,Cancelled,True,sdv-id-qzCBBL
T02960001,P014,Banking,2275.65,2023-09-01,Mobile App,Completed,True,sdv-id-qzCBBL
T02960002,P009,Insurance,0.01,2025-09-04,Branch,Pending,True,sdv-id-qzCBBL
T02960003,P003,Credit,18.8,2025-01-09,Branch,Completed,True,sdv-id-qzCBBL
T02970000,P001,Banking,142.81,2022-02-24,Online,Completed,False,sdv-id-WQkVIM
T02970001,P011,Investment,169.44,2023-02-15,Online,Completed,True,sdv-id-WQkVIM
T02970002,P007,Credit,496.02,2022-09-30,Mobile App,Completed,True,sdv-id-WQkVIM
T02970003,P007,Credit,0.01,2023-06-04,Online,Completed,True,sdv-id-WQkVIM
T02970004,P014,Banking,34.01,2023-02-26,Online,Pending,True,sdv-id-WQkVIM
T02980000,P011,Investment,195.61,2022-02-23,Mobile App,Completed,False,sdv-id-pksYQE
T02980001,P007,Credit,2201.71,2022-08-18,Online,Completed,True,sdv-id-pksYQE
T02980002,P001,Banking,99.68,2024-12-03,Online,Completed,True,sdv-id-pksYQE
T02980003,P013,Banking,142.34,2022-08-31,Mobile App,Completed,True,sdv-id-pksYQE
T02980004,P006,Credit,0.01,2023-11-13,Online,Pending,True,sdv-id-pksYQE
T02990000,P007,Credit,227.42,2025-08-18,Online,Completed,True,sdv-id-BsxvDy
T02990001,P002,Banking,128.28,2022-09-17,Mobile App,Completed,False,sdv-id-BsxvDy
T02990002,P008,Insurance,106.03,2025-04-11,Branch,Completed,False,sdv-id-BsxvDy
T02990003,P001,Banking,119.71,2022-07-05,Online,Pending,False,sdv-id-BsxvDy
T02990004,P009,Insurance,489.53,2022-01-10,Mobile App,Completed,True,sdv-id-BsxvDy
T03000000,P001,Banking,0.01,2023-06-26,Mobile App,Completed,False,sdv-id-LqqdWi
T03000001,P012,Investment,512.75,2023-06-09,Online,Completed,False,sdv-id-LqqdWi
T03000002,P009,Insurance,3.6,2024-01-16,Online,Completed,True,sdv-id-LqqdWi
T03000003,P010,Insurance,0.01,2024-08-06,Phone,Completed,True,sdv-id-LqqdWi
T03000004,P007,Credit,36.85,2025-04-16,Mobile App,Pending,False,sdv-id-LqqdWi
T03000005,P010,Insurance,0.01,2023-10-04,Online,Completed,False,sdv-id-LqqdWi
T03010000,P015,Investment,4614.24,2022-11-09,Online,Completed,False,sdv-id-kxhNOe
T03010001,P009,Insurance,481.11,2025-04-05,Branch,Completed,False,sdv-id-kxhNOe
T03010002,P012,Investment,66.05,2022-11-12,Mobile App,Completed,False,sdv-id-kxhNOe
T03010003,P003,Credit,1153.4,2025-08-08,Online,Completed,False,sdv-id-kxhNOe
T03010004,P007,Credit,61.0,2023-06-11,Phone,Completed,True,sdv-id-kxhNOe
T03010005,P009,Insurance,120.25,2022-02-15,Online,Completed,True,sdv-id-kxhNOe
T03020000,P013,Banking,214.49,2022-03-20,Online,Completed,True,sdv-id-szqbsZ
T03020001,P008,Insurance,37.53,2022-12-05,Phone,Completed,False,sdv-id-szqbsZ
T03020002,P012,Investment,0.01,2023-04-25,Online,Pending,True,sdv-id-szqbsZ
T03020003,P001,Banking,2.75,2023-07-13,Online,Completed,True,sdv-id-szqbsZ
T03030000,P009,Insurance,0.01,2022-10-06,Mobile App,Pending,True,sdv-id-IInGmU
T03030001,P004,Credit,392.93,2023-02-21,Online,Completed,False,sdv-id-IInGmU
T03030002,P002,Banking,295.97,2022-04-21,Online,Completed,True,sdv-id-IInGmU
T03040000,P007,Credit,111.8,2023-10-01,Online,Completed,False,sdv-id-hggdpz
T03040001,P001,Banking,0.01,2025-07-25,Mobile App,Completed,True,sdv-id-hggdpz
T03040002,P013,Banking,2517.86,2023-03-26,Branch,Completed,True,sdv-id-hggdpz
T03040003,P003,Credit,1340.01,2023-10-19,Online,Completed,False,sdv-id-hggdpz
T03040004,P009,Insurance,521.03,2023-04-10,Mobile App,Completed,False,sdv-id-hggdpz
T03040005,P014,Banking,2436.18,2022-01-15,Phone,Completed,False,sdv-id-hggdpz
T03050000,P009,Insurance,1213.56,2024-08-13,Branch,Completed,False,sdv-id-kWwVjx
T03050001,P015,Investment,0.01,2022-06-13,Mobile App,Completed,False,sdv-id-kWwVjx
T03060000,P003,Credit,134.96,2022-11-10,Online,Completed,True,sdv-id-ZMbCpu
T03060001,P015,Investment,0.01,2025-01-09,Branch,Completed,False,sdv-id-ZMbCpu
T03060002,P001,Banking,33.75,2023-10-24,Branch,Completed,True,sdv-id-ZMbCpu
T03060003,P013,Banking,86.3,2023-04-23,Online,Completed,True,sdv-id-ZMbCpu
T03070000,P006,Credit,10921.44,2022-04-05,Mobile App,Completed,False,sdv-id-AzmnaT
T03070001,P008,Insurance,296.6,2022-06-06,Mobile App,Completed,True,sdv-id-AzmnaT
T03080000,P015,Investment,1910.39,2022-08-10,Online,Completed,True,sdv-id-ZwlRem
T03080001,P008,Insurance,37.21,2023-03-14,Mobile App,Completed,True,sdv-id-ZwlRem
T03080002,P009,Insurance,213.9,2024-06-30,Mobile App,Completed,True,sdv-id-ZwlRem
T03090000,P009,Insurance,101.47,2022-10-05,Branch,Completed,True,sdv-id-OhYDsC
T03090001,P012,Investment,62.32,2025-08-18,Mobile App,Completed,True,sdv-id-OhYDsC
T03090002,P010,Insurance,53.15,2022-12-02,Mobile App,Completed,False,sdv-id-OhYDsC
T03100000,P008,Insurance,109.37,2022-07-31,Branch,Cancelled,True,sdv-id-jgyZwF
T03100001,P014,Banking,197.02,2025-09-23,Mobile App,Completed,True,sdv-id-jgyZwF
T03100002,P010,Insurance,101.53,2024-05-30,Mobile App,Completed,True,sdv-id-jgyZwF
T03100003,P006,Credit,28.67,2023-05-26,Phone,Completed,False,sdv-id-jgyZwF
T03100004,P001,Banking,2225.16,2024-02-20,Mobile App,Completed,True,sdv-id-jgyZwF
T03110000,P008,Insurance,180.03,2023-09-17,Mobile App,Completed,False,sdv-id-FRquTo
T03110001,P008,Insurance,507.79,2025-05-17,Branch,Completed,False,sdv-id-FRquTo
T03110002,P012,Investment,127.37,2022-08-17,Online,Completed,False,sdv-id-FRquTo
T03120000,P014,Banking,65.06,2022-01-21,Branch,Completed,False,sdv-id-lknOsR
T03130000,P010,Insurance,57.85,2024-04-02,Online,Completed,False,sdv-id-LcZdEu
T03130001,P012,Investment,11126.72,2023-07-12,Online,Completed,True,sdv-id-LcZdEu
T03130002,P008,Insurance,5765.55,2023-01-23,Online,Completed,False,sdv-id-LcZdEu
T03130003,P007,Credit,0.01,2022-01-08,Mobile App,Completed,True,sdv-id-LcZdEu
T03130004,P009,Insurance,39.48,2023-08-11,Online,Completed,False,sdv-id-LcZdEu
T03140000,P007,Credit,1004.8,2023-08-09,Online,Completed,False,sdv-id-RQZUuS
T03140001,P015,Investment,485.35,2022-06-19,Online,Completed,False,sdv-id-RQZUuS
T03140002,P001,Banking,0.01,2025-02-14,Mobile App,Completed,False,sdv-id-RQZUuS
T03150000,P007,Credit,807.02,2022-09-04,Online,Completed,True,sdv-id-xneQOY
T03150001,P006,Credit,1236.38,2022-11-29,Online,Completed,False,sdv-id-xneQOY
T03150002,P013,Banking,585.21,2022-03-11,Mobile App,Cancelled,True,sdv-id-xneQOY
T03150003,P014,Banking,0.01,2023-05-11,Mobile App,Completed,True,sdv-id-xneQOY
T03150004,P015,Investment,127.33,2022-12-04,Mobile App,Completed,True,sdv-id-xneQOY
T03150005,P002,Banking,1495.01,2025-02-13,Online,Completed,True,sdv-id-xneQOY
T03150006,P001,Banking,0.01,2023-08-09,Online,Completed,True,sdv-id-xneQOY
T03160000,P009,Insurance,47.89,2023-03-10,Online,Completed,True,sdv-id-mIgAew
T03160001,P003,Credit,183.23,2023-10-31,Mobile App,Completed,True,sdv-id-mIgAew
T03160002,P008,Insurance,230.52,2022-03-12,Mobile App,Completed,True,sdv-id-mIgAew
T03160003,P002,Banking,3620.73,2023-06-15,Online,Completed,False,sdv-id-mIgAew
T03170000,P007,Credit,10002.14,2022-04-12,Phone,Completed,False,sdv-id-IpRLpn
T03170001,P002,Banking,98.63,2022-07-07,Mobile App,Completed,False,sdv-id-IpRLpn
T03170002,P003,Credit,119.34,2024-11-28,Phone,Completed,False,sdv-id-IpRLpn
T03170003,P012,Investment,755.71,2025-01-04,Branch,Completed,True,sdv-id-IpRLpn
T03180000,P001,Banking,0.01,2023-02-23,Mobile App,Completed,True,sdv-id-RNkLEs
T03180001,P004,Credit,0.01,2024-06-23,Online,Completed,False,sdv-id-RNkLEs
